suspicious_node,manual_label,info,operation,relevant_node,relevant_type,relevant_info
643274,0,File{'path': '/usr/lib/thunderbird/libprldap60.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643274,0,File{'path': '/usr/lib/thunderbird/libprldap60.so'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643274,0,File{'path': '/usr/lib/thunderbird/libprldap60.so'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643274,0,File{'path': '/usr/lib/thunderbird/libprldap60.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643275,0,File{'path': '/usr/lib/thunderbird/libplds4.so'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643275,0,File{'path': '/usr/lib/thunderbird/libplds4.so'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643275,0,File{'path': '/usr/lib/thunderbird/libplds4.so'},EVENT_OPEN,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643275,0,File{'path': '/usr/lib/thunderbird/libplds4.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643275,0,File{'path': '/usr/lib/thunderbird/libplds4.so'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643275,0,File{'path': '/usr/lib/thunderbird/libplds4.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643275,0,File{'path': '/usr/lib/thunderbird/libplds4.so'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643275,0,File{'path': '/usr/lib/thunderbird/libplds4.so'},EVENT_OPEN,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643276,0,File{'path': '/usr/lib/thunderbird/libplc4.so'},EVENT_OPEN,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643276,0,File{'path': '/usr/lib/thunderbird/libplc4.so'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643276,0,File{'path': '/usr/lib/thunderbird/libplc4.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643276,0,File{'path': '/usr/lib/thunderbird/libplc4.so'},EVENT_OPEN,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643276,0,File{'path': '/usr/lib/thunderbird/libplc4.so'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643276,0,File{'path': '/usr/lib/thunderbird/libplc4.so'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643276,0,File{'path': '/usr/lib/thunderbird/libplc4.so'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643276,0,File{'path': '/usr/lib/thunderbird/libplc4.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643277,0,File{'path': '/usr/lib/thunderbird/libnssutil3.so'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643277,0,File{'path': '/usr/lib/thunderbird/libnssutil3.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643277,0,File{'path': '/usr/lib/thunderbird/libnssutil3.so'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643277,0,File{'path': '/usr/lib/thunderbird/libnssutil3.so'},EVENT_OPEN,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643277,0,File{'path': '/usr/lib/thunderbird/libnssutil3.so'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643277,0,File{'path': '/usr/lib/thunderbird/libnssutil3.so'},EVENT_OPEN,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643277,0,File{'path': '/usr/lib/thunderbird/libnssutil3.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643277,0,File{'path': '/usr/lib/thunderbird/libnssutil3.so'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643278,0,File{'path': '/usr/lib/thunderbird/libnss3.so'},EVENT_OPEN,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643278,0,File{'path': '/usr/lib/thunderbird/libnss3.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643278,0,File{'path': '/usr/lib/thunderbird/libnss3.so'},EVENT_OPEN,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643278,0,File{'path': '/usr/lib/thunderbird/libnss3.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643278,0,File{'path': '/usr/lib/thunderbird/libnss3.so'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643278,0,File{'path': '/usr/lib/thunderbird/libnss3.so'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643278,0,File{'path': '/usr/lib/thunderbird/libnss3.so'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643278,0,File{'path': '/usr/lib/thunderbird/libnss3.so'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643279,0,File{'path': '/usr/lib/thunderbird/libsmime3.so'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643279,0,File{'path': '/usr/lib/thunderbird/libsmime3.so'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643279,0,File{'path': '/usr/lib/thunderbird/libsmime3.so'},EVENT_OPEN,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643279,0,File{'path': '/usr/lib/thunderbird/libsmime3.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643279,0,File{'path': '/usr/lib/thunderbird/libsmime3.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643279,0,File{'path': '/usr/lib/thunderbird/libsmime3.so'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643279,0,File{'path': '/usr/lib/thunderbird/libsmime3.so'},EVENT_OPEN,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643279,0,File{'path': '/usr/lib/thunderbird/libsmime3.so'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643280,0,File{'path': '/usr/lib/thunderbird/libssl3.so'},EVENT_OPEN,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643280,0,File{'path': '/usr/lib/thunderbird/libssl3.so'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643280,0,File{'path': '/usr/lib/thunderbird/libssl3.so'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643280,0,File{'path': '/usr/lib/thunderbird/libssl3.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643280,0,File{'path': '/usr/lib/thunderbird/libssl3.so'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643280,0,File{'path': '/usr/lib/thunderbird/libssl3.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643280,0,File{'path': '/usr/lib/thunderbird/libssl3.so'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643280,0,File{'path': '/usr/lib/thunderbird/libssl3.so'},EVENT_OPEN,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643281,0,File{'path': '/usr/lib/thunderbird/libmozsqlite3.so'},EVENT_OPEN,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643281,0,File{'path': '/usr/lib/thunderbird/libmozsqlite3.so'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643281,0,File{'path': '/usr/lib/thunderbird/libmozsqlite3.so'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643281,0,File{'path': '/usr/lib/thunderbird/libmozsqlite3.so'},EVENT_OPEN,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643281,0,File{'path': '/usr/lib/thunderbird/libmozsqlite3.so'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643281,0,File{'path': '/usr/lib/thunderbird/libmozsqlite3.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643281,0,File{'path': '/usr/lib/thunderbird/libmozsqlite3.so'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643281,0,File{'path': '/usr/lib/thunderbird/libmozsqlite3.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643282,0,File{'path': '/usr/lib/thunderbird/liblgpllibs.so'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643282,0,File{'path': '/usr/lib/thunderbird/liblgpllibs.so'},EVENT_OPEN,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643282,0,File{'path': '/usr/lib/thunderbird/liblgpllibs.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643282,0,File{'path': '/usr/lib/thunderbird/liblgpllibs.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643282,0,File{'path': '/usr/lib/thunderbird/liblgpllibs.so'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643282,0,File{'path': '/usr/lib/thunderbird/liblgpllibs.so'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643282,0,File{'path': '/usr/lib/thunderbird/liblgpllibs.so'},EVENT_OPEN,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643282,0,File{'path': '/usr/lib/thunderbird/liblgpllibs.so'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643283,0,File{'path': '/usr/lib/thunderbird/libxul.so'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643283,0,File{'path': '/usr/lib/thunderbird/libxul.so'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643283,0,File{'path': '/usr/lib/thunderbird/libxul.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643283,0,File{'path': '/usr/lib/thunderbird/libxul.so'},EVENT_READ,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643283,0,File{'path': '/usr/lib/thunderbird/libxul.so'},EVENT_READ,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643283,0,File{'path': '/usr/lib/thunderbird/libxul.so'},EVENT_OPEN,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643283,0,File{'path': '/usr/lib/thunderbird/libxul.so'},EVENT_OPEN,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
643283,0,File{'path': '/usr/lib/thunderbird/libxul.so'},EVENT_OPEN,228692,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
228136,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_READ,527351,unknown,File{'path': '/proc/5284/stat'}
228136,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_OPEN,527351,unknown,File{'path': '/proc/5284/stat'}
228136,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_READ,527351,unknown,File{'path': '/proc/5284/stat'}
228136,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_OPEN,527350,unknown,File{'path': '/proc/5284/task/5286/stat'}
228136,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_READ,527350,unknown,File{'path': '/proc/5284/task/5286/stat'}
228136,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_READ,527350,unknown,File{'path': '/proc/5284/task/5286/stat'}
228136,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_CLONE,228134,unknown,"Subject{'path': '/usr/bin/fluxbox', 'cmd': 'fluxbox'}"
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_RECVFROM,67683,unknown,"Netflow{'src_addr': 'LOCAL', 'src_port': '0', 'dst_addr': 'NA', 'dst_port': '0'}"
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_OPEN,643367,unknown,File{'path': '/usr/lib/x86_64-linux-gnu/libdrm.so.2.4.0'}
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_RECVFROM,67683,unknown,"Netflow{'src_addr': 'LOCAL', 'src_port': '0', 'dst_addr': 'NA', 'dst_port': '0'}"
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_WRITE,643239,unknown,File{'path': '/dev/null'}
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_RECVFROM,67683,unknown,"Netflow{'src_addr': 'LOCAL', 'src_port': '0', 'dst_addr': 'NA', 'dst_port': '0'}"
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_WRITE,643239,unknown,File{'path': '/dev/null'}
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_OPEN,642629,unknown,File{'path': '/etc/ld.so.cache'}
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_OPEN,643362,unknown,File{'path': '/usr/lib/x86_64-linux-gnu/mesa/libGL.so.1.2.0'}
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_RECVFROM,67683,unknown,"Netflow{'src_addr': 'LOCAL', 'src_port': '0', 'dst_addr': 'NA', 'dst_port': '0'}"
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_READ,643362,unknown,File{'path': '/usr/lib/x86_64-linux-gnu/mesa/libGL.so.1.2.0'}
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_OPEN,643363,unknown,File{'path': '/usr/lib/x86_64-linux-gnu/libglapi.so.0.0.0'}
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_OPEN,643361,unknown,File{'path': '/usr/lib/x86_64-linux-gnu/libcairo-gobject.so.2.11000.2'}
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_OPEN,643239,unknown,File{'path': '/dev/null'}
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_READ,643369,unknown,File{'path': '/usr/lib/x86_64-linux-gnu/dri/swrast_dri.so'}
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_READ,643370,unknown,File{'path': '/usr/lib/x86_64-linux-gnu/libgallium.so.0.0.0'}
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_RECVFROM,67683,unknown,"Netflow{'src_addr': 'LOCAL', 'src_port': '0', 'dst_addr': 'NA', 'dst_port': '0'}"
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_RECVFROM,67683,unknown,"Netflow{'src_addr': 'LOCAL', 'src_port': '0', 'dst_addr': 'NA', 'dst_port': '0'}"
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_READ,643376,unknown,File{'path': '/etc/drirc'}
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_READ,643376,unknown,File{'path': '/etc/drirc'}
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_RECVFROM,67683,unknown,"Netflow{'src_addr': 'LOCAL', 'src_port': '0', 'dst_addr': 'NA', 'dst_port': '0'}"
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_CONNECT,67683,unknown,"Netflow{'src_addr': 'LOCAL', 'src_port': '0', 'dst_addr': 'NA', 'dst_port': '0'}"
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_OPEN,643360,unknown,File{'path': '/usr/lib/x86_64-linux-gnu/libgdk-3.so.0.400.2'}
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_READ,643366,unknown,File{'path': '/usr/lib/x86_64-linux-gnu/libXxf86vm.so.1.0.0'}
228137,0,"Subject{'path': '/usr/lib/thunderbird/thunderbird', 'cmd': '/usr/lib/thunderbird/thunderbird'}",EVENT_READ,643368,unknown,File{'path': '/home/admin/.Xauthority'}
